sample_id,cell_id,compound_id,subtype,oncotree_lineage,role
S090114,CL0433,CMP0063,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090115,CL0433,CMP0064,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090116,CL0433,CMP0067,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090117,CL0433,CMP0068,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090118,CL0433,CMP0069,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090119,CL0433,CMP0070,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090120,CL0433,CMP0072,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090121,CL0433,CMP0073,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090122,CL0433,CMP0074,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090123,CL0433,CMP0075,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090124,CL0433,CMP0076,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090125,CL0433,CMP0077,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090127,CL0433,CMP0081,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090128,CL0433,CMP0082,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090129,CL0433,CMP0083,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090130,CL0433,CMP0085,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090131,CL0433,CMP0086,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090132,CL0433,CMP0087,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090134,CL0433,CMP0089,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090135,CL0433,CMP0090,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090136,CL0433,CMP0091,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090137,CL0433,CMP0092,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090138,CL0433,CMP0093,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090139,CL0433,CMP0094,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090140,CL0433,CMP0095,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090141,CL0433,CMP0096,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090142,CL0433,CMP0097,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090143,CL0433,CMP0098,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090144,CL0433,CMP0100,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090145,CL0433,CMP0101,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090147,CL0433,CMP0103,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090148,CL0433,CMP0104,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090149,CL0433,CMP0105,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090150,CL0433,CMP0106,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090152,CL0433,CMP0108,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090153,CL0433,CMP0109,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090154,CL0433,CMP0110,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090156,CL0433,CMP0112,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090157,CL0433,CMP0113,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090158,CL0433,CMP0114,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090159,CL0433,CMP0115,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090160,CL0433,CMP0116,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090161,CL0433,CMP0117,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090162,CL0433,CMP0118,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090163,CL0433,CMP0119,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090165,CL0433,CMP0121,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090166,CL0433,CMP0122,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090167,CL0433,CMP0123,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090168,CL0433,CMP0124,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090169,CL0433,CMP0125,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090170,CL0433,CMP0126,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090171,CL0433,CMP0127,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090172,CL0433,CMP0128,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090173,CL0433,CMP0129,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090174,CL0433,CMP0130,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090175,CL0433,CMP0131,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090177,CL0433,CMP0133,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090178,CL0433,CMP0134,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090179,CL0433,CMP0135,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090181,CL0433,CMP0137,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090182,CL0433,CMP0138,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090183,CL0433,CMP0139,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090185,CL0433,CMP0141,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090186,CL0433,CMP0142,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090187,CL0433,CMP0143,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090188,CL0433,CMP0144,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090189,CL0433,CMP0145,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090190,CL0433,CMP0146,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090194,CL0433,CMP0150,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090195,CL0433,CMP0151,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090197,CL0433,CMP0153,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090198,CL0433,CMP0154,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090199,CL0433,CMP0155,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090200,CL0433,CMP0156,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090201,CL0433,CMP0157,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090202,CL0433,CMP0158,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090203,CL0433,CMP0159,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090204,CL0433,CMP0160,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090205,CL0433,CMP0161,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090206,CL0433,CMP0162,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090207,CL0433,CMP0163,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090209,CL0433,CMP0165,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090210,CL0433,CMP0166,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090211,CL0433,CMP0167,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090212,CL0433,CMP0168,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090213,CL0433,CMP0169,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090214,CL0433,CMP0170,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090215,CL0433,CMP0171,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090216,CL0433,CMP0172,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090217,CL0433,CMP0173,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090219,CL0433,CMP0175,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090220,CL0433,CMP0176,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090221,CL0433,CMP0177,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090222,CL0433,CMP0178,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090223,CL0433,CMP0179,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090224,CL0433,CMP0180,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090225,CL0433,CMP0181,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090226,CL0433,CMP0182,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090227,CL0433,CMP0183,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090229,CL0433,CMP0185,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090230,CL0433,CMP0186,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090231,CL0433,CMP0187,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090232,CL0433,CMP0188,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090233,CL0433,CMP0189,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090234,CL0433,CMP0190,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090235,CL0433,CMP0191,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090236,CL0433,CMP0192,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090237,CL0433,CMP0193,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090238,CL0433,CMP0194,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090239,CL0433,CMP0195,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090240,CL0433,CMP0196,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090241,CL0433,CMP0197,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090244,CL0433,CMP0200,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090245,CL0433,CMP0201,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090246,CL0433,CMP0202,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090247,CL0433,CMP0203,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090248,CL0433,CMP0204,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090250,CL0433,CMP0206,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090251,CL0433,CMP0207,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090252,CL0433,CMP0208,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090253,CL0433,CMP0209,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090254,CL0433,CMP0210,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090255,CL0433,CMP0211,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090257,CL0433,CMP0213,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090258,CL0433,CMP0214,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090259,CL0433,CMP0215,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090260,CL0433,CMP0216,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090261,CL0433,CMP0218,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090262,CL0433,CMP0219,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090263,CL0433,CMP0220,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090264,CL0433,CMP0221,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090265,CL0433,CMP0222,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090266,CL0433,CMP0223,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090267,CL0433,CMP0224,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090269,CL0433,CMP0226,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090272,CL0433,CMP0229,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090273,CL0433,CMP0231,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090274,CL0433,CMP0232,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090275,CL0433,CMP0233,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090276,CL0433,CMP0234,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090277,CL0433,CMP0237,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090278,CL0433,CMP0238,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090282,CL0433,CMP0242,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090283,CL0434,CMP0001,Osteosarcoma,Bone,train
S090284,CL0434,CMP0002,Osteosarcoma,Bone,train
S090285,CL0434,CMP0003,Osteosarcoma,Bone,train
S090286,CL0434,CMP0004,Osteosarcoma,Bone,train
S090287,CL0434,CMP0005,Osteosarcoma,Bone,train
S090288,CL0434,CMP0006,Osteosarcoma,Bone,train
S090289,CL0434,CMP0008,Osteosarcoma,Bone,train
S090290,CL0434,CMP0009,Osteosarcoma,Bone,train
S090291,CL0434,CMP0010,Osteosarcoma,Bone,train
S090294,CL0434,CMP0013,Osteosarcoma,Bone,train
S090295,CL0434,CMP0014,Osteosarcoma,Bone,train
S090296,CL0434,CMP0015,Osteosarcoma,Bone,train
S090297,CL0434,CMP0016,Osteosarcoma,Bone,train
S090298,CL0434,CMP0017,Osteosarcoma,Bone,train
S090299,CL0434,CMP0018,Osteosarcoma,Bone,train
S090300,CL0434,CMP0019,Osteosarcoma,Bone,train
S090301,CL0434,CMP0020,Osteosarcoma,Bone,train
S090302,CL0434,CMP0021,Osteosarcoma,Bone,train
S090303,CL0434,CMP0022,Osteosarcoma,Bone,train
S090304,CL0434,CMP0023,Osteosarcoma,Bone,train
S090305,CL0434,CMP0024,Osteosarcoma,Bone,train
S090307,CL0434,CMP0027,Osteosarcoma,Bone,train
S090308,CL0434,CMP0028,Osteosarcoma,Bone,train
S090309,CL0434,CMP0029,Osteosarcoma,Bone,train
S090310,CL0434,CMP0030,Osteosarcoma,Bone,train
S090312,CL0434,CMP0034,Osteosarcoma,Bone,train
S090313,CL0434,CMP0035,Osteosarcoma,Bone,train
S090314,CL0434,CMP0036,Osteosarcoma,Bone,train
S090315,CL0434,CMP0037,Osteosarcoma,Bone,train
S090316,CL0434,CMP0038,Osteosarcoma,Bone,train
S090317,CL0434,CMP0039,Osteosarcoma,Bone,train
S090318,CL0434,CMP0040,Osteosarcoma,Bone,train
S090319,CL0434,CMP0041,Osteosarcoma,Bone,train
S090320,CL0434,CMP0042,Osteosarcoma,Bone,train
S090321,CL0434,CMP0043,Osteosarcoma,Bone,train
S090322,CL0434,CMP0044,Osteosarcoma,Bone,train
S090323,CL0434,CMP0045,Osteosarcoma,Bone,train
S090324,CL0434,CMP0046,Osteosarcoma,Bone,train
S090325,CL0434,CMP0047,Osteosarcoma,Bone,train
S090326,CL0434,CMP0048,Osteosarcoma,Bone,train
S090327,CL0434,CMP0049,Osteosarcoma,Bone,train
S090328,CL0434,CMP0050,Osteosarcoma,Bone,train
S090331,CL0434,CMP0053,Osteosarcoma,Bone,train
S090332,CL0434,CMP0054,Osteosarcoma,Bone,train
S090333,CL0434,CMP0055,Osteosarcoma,Bone,train
S090334,CL0434,CMP0056,Osteosarcoma,Bone,train
S090335,CL0434,CMP0057,Osteosarcoma,Bone,train
S090336,CL0434,CMP0058,Osteosarcoma,Bone,train
S090337,CL0434,CMP0059,Osteosarcoma,Bone,train
S090338,CL0434,CMP0061,Osteosarcoma,Bone,train
S090339,CL0434,CMP0062,Osteosarcoma,Bone,train
S090340,CL0434,CMP0063,Osteosarcoma,Bone,train
S090341,CL0434,CMP0064,Osteosarcoma,Bone,train
S090342,CL0434,CMP0067,Osteosarcoma,Bone,train
S090343,CL0434,CMP0068,Osteosarcoma,Bone,train
S090344,CL0434,CMP0069,Osteosarcoma,Bone,train
S090345,CL0434,CMP0070,Osteosarcoma,Bone,train
S090346,CL0434,CMP0072,Osteosarcoma,Bone,train
S090347,CL0434,CMP0073,Osteosarcoma,Bone,train
S090348,CL0434,CMP0074,Osteosarcoma,Bone,train
S090349,CL0434,CMP0075,Osteosarcoma,Bone,train
S090350,CL0434,CMP0076,Osteosarcoma,Bone,train
S090351,CL0434,CMP0077,Osteosarcoma,Bone,train
S090353,CL0434,CMP0081,Osteosarcoma,Bone,train
S090354,CL0434,CMP0082,Osteosarcoma,Bone,train
S090355,CL0434,CMP0083,Osteosarcoma,Bone,train
S090356,CL0434,CMP0085,Osteosarcoma,Bone,train
S090357,CL0434,CMP0086,Osteosarcoma,Bone,train
S090358,CL0434,CMP0087,Osteosarcoma,Bone,train
S090360,CL0434,CMP0089,Osteosarcoma,Bone,train
S090361,CL0434,CMP0090,Osteosarcoma,Bone,train
S090362,CL0434,CMP0091,Osteosarcoma,Bone,train
S090363,CL0434,CMP0092,Osteosarcoma,Bone,train
S090364,CL0434,CMP0093,Osteosarcoma,Bone,train
S090365,CL0434,CMP0094,Osteosarcoma,Bone,train
S090366,CL0434,CMP0095,Osteosarcoma,Bone,train
S090367,CL0434,CMP0096,Osteosarcoma,Bone,train
S090368,CL0434,CMP0097,Osteosarcoma,Bone,train
S090369,CL0434,CMP0098,Osteosarcoma,Bone,train
S090370,CL0434,CMP0100,Osteosarcoma,Bone,train
S090371,CL0434,CMP0101,Osteosarcoma,Bone,train
S090373,CL0434,CMP0103,Osteosarcoma,Bone,train
S090374,CL0434,CMP0104,Osteosarcoma,Bone,train
S090375,CL0434,CMP0105,Osteosarcoma,Bone,train
S090376,CL0434,CMP0106,Osteosarcoma,Bone,train
S090378,CL0434,CMP0108,Osteosarcoma,Bone,train
S090379,CL0434,CMP0109,Osteosarcoma,Bone,train
S090380,CL0434,CMP0110,Osteosarcoma,Bone,train
S090382,CL0434,CMP0112,Osteosarcoma,Bone,train
S090383,CL0434,CMP0113,Osteosarcoma,Bone,train
S090384,CL0434,CMP0114,Osteosarcoma,Bone,train
S090385,CL0434,CMP0115,Osteosarcoma,Bone,train
S090386,CL0434,CMP0116,Osteosarcoma,Bone,train
S090387,CL0434,CMP0117,Osteosarcoma,Bone,train
S090388,CL0434,CMP0118,Osteosarcoma,Bone,train
S090389,CL0434,CMP0119,Osteosarcoma,Bone,train
S090391,CL0434,CMP0121,Osteosarcoma,Bone,train
S090392,CL0434,CMP0122,Osteosarcoma,Bone,train
S090393,CL0434,CMP0123,Osteosarcoma,Bone,train
S090394,CL0434,CMP0124,Osteosarcoma,Bone,train
S090395,CL0434,CMP0125,Osteosarcoma,Bone,train
S090396,CL0434,CMP0126,Osteosarcoma,Bone,train
S090397,CL0434,CMP0127,Osteosarcoma,Bone,train
S090398,CL0434,CMP0128,Osteosarcoma,Bone,train
S090399,CL0434,CMP0129,Osteosarcoma,Bone,train
S090400,CL0434,CMP0130,Osteosarcoma,Bone,train
S090401,CL0434,CMP0131,Osteosarcoma,Bone,train
S090403,CL0434,CMP0133,Osteosarcoma,Bone,train
S090404,CL0434,CMP0134,Osteosarcoma,Bone,train
S090405,CL0434,CMP0135,Osteosarcoma,Bone,train
S090407,CL0434,CMP0137,Osteosarcoma,Bone,train
S090408,CL0434,CMP0138,Osteosarcoma,Bone,train
S090409,CL0434,CMP0139,Osteosarcoma,Bone,train
S090411,CL0434,CMP0141,Osteosarcoma,Bone,train
S090412,CL0434,CMP0142,Osteosarcoma,Bone,train
S090413,CL0434,CMP0143,Osteosarcoma,Bone,train
S090414,CL0434,CMP0144,Osteosarcoma,Bone,train
S090415,CL0434,CMP0145,Osteosarcoma,Bone,train
S090416,CL0434,CMP0146,Osteosarcoma,Bone,train
S090420,CL0434,CMP0150,Osteosarcoma,Bone,train
S090421,CL0434,CMP0151,Osteosarcoma,Bone,train
S090423,CL0434,CMP0153,Osteosarcoma,Bone,train
S090424,CL0434,CMP0154,Osteosarcoma,Bone,train
S090425,CL0434,CMP0155,Osteosarcoma,Bone,train
S090426,CL0434,CMP0156,Osteosarcoma,Bone,train
S090427,CL0434,CMP0157,Osteosarcoma,Bone,train
S090428,CL0434,CMP0158,Osteosarcoma,Bone,train
S090429,CL0434,CMP0159,Osteosarcoma,Bone,train
S090430,CL0434,CMP0160,Osteosarcoma,Bone,train
S090431,CL0434,CMP0161,Osteosarcoma,Bone,train
S090432,CL0434,CMP0162,Osteosarcoma,Bone,train
S090433,CL0434,CMP0163,Osteosarcoma,Bone,train
S090435,CL0434,CMP0165,Osteosarcoma,Bone,train
S090436,CL0434,CMP0166,Osteosarcoma,Bone,train
S090437,CL0434,CMP0167,Osteosarcoma,Bone,train
S090438,CL0434,CMP0168,Osteosarcoma,Bone,train
S090439,CL0434,CMP0169,Osteosarcoma,Bone,train
S090440,CL0434,CMP0170,Osteosarcoma,Bone,train
S090441,CL0434,CMP0171,Osteosarcoma,Bone,train
S090442,CL0434,CMP0172,Osteosarcoma,Bone,train
S090443,CL0434,CMP0173,Osteosarcoma,Bone,train
S090445,CL0434,CMP0175,Osteosarcoma,Bone,train
S090446,CL0434,CMP0176,Osteosarcoma,Bone,train
S090447,CL0434,CMP0177,Osteosarcoma,Bone,train
S090448,CL0434,CMP0178,Osteosarcoma,Bone,train
S090449,CL0434,CMP0179,Osteosarcoma,Bone,train
S090450,CL0434,CMP0180,Osteosarcoma,Bone,train
S090451,CL0434,CMP0181,Osteosarcoma,Bone,train
S090452,CL0434,CMP0182,Osteosarcoma,Bone,train
S090453,CL0434,CMP0183,Osteosarcoma,Bone,train
S090455,CL0434,CMP0185,Osteosarcoma,Bone,train
S090456,CL0434,CMP0186,Osteosarcoma,Bone,train
S090457,CL0434,CMP0187,Osteosarcoma,Bone,train
S090458,CL0434,CMP0188,Osteosarcoma,Bone,train
S090459,CL0434,CMP0189,Osteosarcoma,Bone,train
S090460,CL0434,CMP0190,Osteosarcoma,Bone,train
S090461,CL0434,CMP0191,Osteosarcoma,Bone,train
S090462,CL0434,CMP0192,Osteosarcoma,Bone,train
S090463,CL0434,CMP0193,Osteosarcoma,Bone,train
S090464,CL0434,CMP0194,Osteosarcoma,Bone,train
S090465,CL0434,CMP0195,Osteosarcoma,Bone,train
S090466,CL0434,CMP0196,Osteosarcoma,Bone,train
S090467,CL0434,CMP0197,Osteosarcoma,Bone,train
S090470,CL0434,CMP0200,Osteosarcoma,Bone,train
S090471,CL0434,CMP0201,Osteosarcoma,Bone,train
S090472,CL0434,CMP0202,Osteosarcoma,Bone,train
S090473,CL0434,CMP0203,Osteosarcoma,Bone,train
S090474,CL0434,CMP0204,Osteosarcoma,Bone,train
S090476,CL0434,CMP0206,Osteosarcoma,Bone,train
S090477,CL0434,CMP0207,Osteosarcoma,Bone,train
S090478,CL0434,CMP0208,Osteosarcoma,Bone,train
S090479,CL0434,CMP0209,Osteosarcoma,Bone,train
S090480,CL0434,CMP0210,Osteosarcoma,Bone,train
S090481,CL0434,CMP0211,Osteosarcoma,Bone,train
S090483,CL0434,CMP0213,Osteosarcoma,Bone,train
S090484,CL0434,CMP0214,Osteosarcoma,Bone,train
S090485,CL0434,CMP0215,Osteosarcoma,Bone,train
S090486,CL0434,CMP0216,Osteosarcoma,Bone,train
S090487,CL0434,CMP0218,Osteosarcoma,Bone,train
S090488,CL0434,CMP0219,Osteosarcoma,Bone,train
S090489,CL0434,CMP0220,Osteosarcoma,Bone,train
S090490,CL0434,CMP0221,Osteosarcoma,Bone,train
S090491,CL0434,CMP0222,Osteosarcoma,Bone,train
S090492,CL0434,CMP0223,Osteosarcoma,Bone,train
S090493,CL0434,CMP0224,Osteosarcoma,Bone,train
S090495,CL0434,CMP0226,Osteosarcoma,Bone,train
S090498,CL0434,CMP0229,Osteosarcoma,Bone,train
S090499,CL0434,CMP0231,Osteosarcoma,Bone,train
S090500,CL0434,CMP0232,Osteosarcoma,Bone,train
S090501,CL0434,CMP0233,Osteosarcoma,Bone,train
S090502,CL0434,CMP0234,Osteosarcoma,Bone,train
S090503,CL0434,CMP0237,Osteosarcoma,Bone,train
S090504,CL0434,CMP0238,Osteosarcoma,Bone,train
S090508,CL0434,CMP0242,Osteosarcoma,Bone,train
S090509,CL0435,CMP0001,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090510,CL0435,CMP0002,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090511,CL0435,CMP0003,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090512,CL0435,CMP0004,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090513,CL0435,CMP0005,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090514,CL0435,CMP0006,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090515,CL0435,CMP0008,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090516,CL0435,CMP0009,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090517,CL0435,CMP0010,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090520,CL0435,CMP0013,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090521,CL0435,CMP0014,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090522,CL0435,CMP0015,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090523,CL0435,CMP0016,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090524,CL0435,CMP0017,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090525,CL0435,CMP0018,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090526,CL0435,CMP0019,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090527,CL0435,CMP0020,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090528,CL0435,CMP0021,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090529,CL0435,CMP0022,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090530,CL0435,CMP0023,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090531,CL0435,CMP0024,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090533,CL0435,CMP0027,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
S090534,CL0435,CMP0028,Diffuse Type Stomach Adenocarcinoma,Esophagus/Stomach,train
