sample_id,cell_id,compound_id,role
S084148,CL0405,CMP0209,train
S084150,CL0405,CMP0211,train
S084152,CL0405,CMP0213,train
S084153,CL0405,CMP0214,train
S084155,CL0405,CMP0216,train
S084156,CL0405,CMP0218,train
S084157,CL0405,CMP0219,train
S084159,CL0405,CMP0221,train
S084160,CL0405,CMP0222,train
S084161,CL0405,CMP0223,test
S084162,CL0405,CMP0224,train
S084163,CL0405,CMP0225,train
S084164,CL0405,CMP0226,train
S084166,CL0405,CMP0228,train
S084167,CL0405,CMP0229,train
S084168,CL0405,CMP0231,train
S084169,CL0405,CMP0232,train
S084170,CL0405,CMP0233,train
S084171,CL0405,CMP0234,test
S084172,CL0405,CMP0237,train
S084173,CL0405,CMP0238,train
S084174,CL0405,CMP0239,train
S084175,CL0405,CMP0240,train
S084176,CL0405,CMP0241,train
S084177,CL0405,CMP0242,train
S084178,CL0406,CMP0001,test
S084179,CL0406,CMP0002,train
S084180,CL0406,CMP0003,train
S084181,CL0406,CMP0004,train
S084183,CL0406,CMP0006,test
S084184,CL0406,CMP0008,train
S084186,CL0406,CMP0010,train
S084187,CL0406,CMP0011,test
S084190,CL0406,CMP0014,train
S084191,CL0406,CMP0015,train
S084192,CL0406,CMP0016,train
S084193,CL0406,CMP0017,train
S084194,CL0406,CMP0018,train
S084195,CL0406,CMP0019,test
S084196,CL0406,CMP0020,train
S084197,CL0406,CMP0021,train
S084199,CL0406,CMP0023,test
S084200,CL0406,CMP0024,train
S084201,CL0406,CMP0025,train
S084202,CL0406,CMP0027,train
S084203,CL0406,CMP0028,train
S084204,CL0406,CMP0029,train
S084205,CL0406,CMP0030,train
S084206,CL0406,CMP0032,train
S084208,CL0406,CMP0035,train
S084209,CL0406,CMP0036,train
S084211,CL0406,CMP0038,train
S084212,CL0406,CMP0039,train
S084214,CL0406,CMP0041,train
S084215,CL0406,CMP0042,train
S084216,CL0406,CMP0043,test
S084217,CL0406,CMP0044,train
S084218,CL0406,CMP0045,train
S084219,CL0406,CMP0046,test
S084221,CL0406,CMP0048,train
S084222,CL0406,CMP0049,train
S084223,CL0406,CMP0050,train
S084224,CL0406,CMP0051,test
S084225,CL0406,CMP0052,test
S084226,CL0406,CMP0053,test
S084227,CL0406,CMP0054,train
S084228,CL0406,CMP0055,test
S084230,CL0406,CMP0057,train
S084231,CL0406,CMP0058,train
S084232,CL0406,CMP0059,train
S084233,CL0406,CMP0060,test
S084234,CL0406,CMP0061,train
S084235,CL0406,CMP0062,test
S084236,CL0406,CMP0063,train
S084237,CL0406,CMP0064,train
S084238,CL0406,CMP0067,test
S084239,CL0406,CMP0068,train
S084241,CL0406,CMP0072,train
S084243,CL0406,CMP0074,train
S084244,CL0406,CMP0075,test
S084245,CL0406,CMP0076,train
S084246,CL0406,CMP0077,train
S084247,CL0406,CMP0079,train
S084248,CL0406,CMP0080,test
S084249,CL0406,CMP0081,test
S084250,CL0406,CMP0082,train
S084251,CL0406,CMP0083,train
S084252,CL0406,CMP0086,test
S084253,CL0406,CMP0087,train
S084254,CL0406,CMP0088,train
S084255,CL0406,CMP0089,train
S084256,CL0406,CMP0090,train
S084257,CL0406,CMP0091,train
S084258,CL0406,CMP0092,train
S084259,CL0406,CMP0093,test
S084260,CL0406,CMP0094,train
S084262,CL0406,CMP0096,train
S084263,CL0406,CMP0097,train
S084264,CL0406,CMP0098,test
S084265,CL0406,CMP0100,train
S084266,CL0406,CMP0101,train
S084267,CL0406,CMP0102,train
S084268,CL0406,CMP0103,train
S084269,CL0406,CMP0104,train
S084270,CL0406,CMP0105,train
S084271,CL0406,CMP0106,train
S084272,CL0406,CMP0107,train
S084273,CL0406,CMP0108,train
S084274,CL0406,CMP0109,train
S084276,CL0406,CMP0111,train
S084277,CL0406,CMP0112,test
S084278,CL0406,CMP0113,train
S084279,CL0406,CMP0114,train
S084280,CL0406,CMP0115,train
S084281,CL0406,CMP0116,train
S084284,CL0406,CMP0119,train
S084285,CL0406,CMP0120,train
S084286,CL0406,CMP0121,train
S084287,CL0406,CMP0122,train
S084288,CL0406,CMP0123,train
S084289,CL0406,CMP0124,train
S084290,CL0406,CMP0125,train
S084291,CL0406,CMP0126,train
S084292,CL0406,CMP0127,train
S084293,CL0406,CMP0128,train
S084295,CL0406,CMP0130,train
S084296,CL0406,CMP0131,train
S084297,CL0406,CMP0132,train
S084298,CL0406,CMP0133,train
S084299,CL0406,CMP0134,train
S084300,CL0406,CMP0135,train
S084301,CL0406,CMP0136,test
S084303,CL0406,CMP0138,test
S084304,CL0406,CMP0139,test
S084305,CL0406,CMP0140,train
S084306,CL0406,CMP0141,train
S084308,CL0406,CMP0143,train
S084309,CL0406,CMP0144,train
S084310,CL0406,CMP0145,test
S084312,CL0406,CMP0147,train
S084313,CL0406,CMP0148,train
S084314,CL0406,CMP0149,train
S084315,CL0406,CMP0150,train
S084316,CL0406,CMP0151,train
S084317,CL0406,CMP0152,train
S084318,CL0406,CMP0153,train
S084320,CL0406,CMP0155,train
S084321,CL0406,CMP0156,train
S084322,CL0406,CMP0157,train
S084323,CL0406,CMP0158,test
S084324,CL0406,CMP0159,train
S084325,CL0406,CMP0160,train
S084327,CL0406,CMP0162,train
S084328,CL0406,CMP0163,train
S084329,CL0406,CMP0164,train
S084330,CL0406,CMP0165,test
S084332,CL0406,CMP0167,train
S084334,CL0406,CMP0169,train
S084335,CL0406,CMP0170,train
S084336,CL0406,CMP0171,train
S084337,CL0406,CMP0172,train
S084338,CL0406,CMP0173,train
S084339,CL0406,CMP0174,train
S084340,CL0406,CMP0175,train
S084341,CL0406,CMP0176,train
S084342,CL0406,CMP0177,train
S084343,CL0406,CMP0178,train
S084346,CL0406,CMP0181,train
S084347,CL0406,CMP0182,train
S084348,CL0406,CMP0183,train
S084349,CL0406,CMP0184,train
S084350,CL0406,CMP0185,train
S084351,CL0406,CMP0186,train
S084352,CL0406,CMP0187,train
S084353,CL0406,CMP0188,train
S084354,CL0406,CMP0189,train
S084355,CL0406,CMP0190,train
S084357,CL0406,CMP0192,train
S084358,CL0406,CMP0193,train
S084359,CL0406,CMP0194,train
S084360,CL0406,CMP0195,train
S084361,CL0406,CMP0196,test
S084362,CL0406,CMP0197,train
S084363,CL0406,CMP0198,train
S084364,CL0406,CMP0199,train
S084366,CL0406,CMP0201,train
S084367,CL0406,CMP0202,train
S084368,CL0406,CMP0203,train
S084369,CL0406,CMP0204,test
S084370,CL0406,CMP0205,train
S084371,CL0406,CMP0206,train
S084372,CL0406,CMP0207,train
S084374,CL0406,CMP0209,train
S084376,CL0406,CMP0211,train
S084378,CL0406,CMP0213,test
S084379,CL0406,CMP0214,test
S084381,CL0406,CMP0216,train
S084382,CL0406,CMP0217,test
S084383,CL0406,CMP0218,train
S084384,CL0406,CMP0219,train
S084386,CL0406,CMP0221,train
S084387,CL0406,CMP0222,train
S084388,CL0406,CMP0223,train
S084389,CL0406,CMP0224,test
S084390,CL0406,CMP0225,train
S084391,CL0406,CMP0226,train
S084393,CL0406,CMP0228,train
S084394,CL0406,CMP0229,train
S084395,CL0406,CMP0231,train
S084396,CL0406,CMP0232,train
S084397,CL0406,CMP0233,train
S084398,CL0406,CMP0234,train
S084399,CL0406,CMP0237,train
S084400,CL0406,CMP0238,train
S084401,CL0406,CMP0239,train
S084402,CL0406,CMP0240,train
S084403,CL0406,CMP0241,train
S084404,CL0406,CMP0242,train
S084405,CL0407,CMP0001,train
S084406,CL0407,CMP0002,test
S084407,CL0407,CMP0003,train
S084408,CL0407,CMP0004,test
S084410,CL0407,CMP0006,train
S084411,CL0407,CMP0008,train
S084413,CL0407,CMP0010,train
S084414,CL0407,CMP0011,train
S084417,CL0407,CMP0014,train
S084418,CL0407,CMP0015,train
S084419,CL0407,CMP0016,train
S084420,CL0407,CMP0017,train
S084421,CL0407,CMP0018,test
S084422,CL0407,CMP0019,train
S084423,CL0407,CMP0020,train
S084424,CL0407,CMP0021,train
S084426,CL0407,CMP0023,train
S084427,CL0407,CMP0024,train
S084428,CL0407,CMP0025,train
S084429,CL0407,CMP0027,train
S084430,CL0407,CMP0028,train
S084431,CL0407,CMP0029,train
S084432,CL0407,CMP0030,test
S084433,CL0407,CMP0032,train
S084435,CL0407,CMP0035,test
S084436,CL0407,CMP0036,train
S084438,CL0407,CMP0038,train
S084439,CL0407,CMP0039,train
S084441,CL0407,CMP0041,test
S084442,CL0407,CMP0042,train
S084443,CL0407,CMP0043,train
S084444,CL0407,CMP0044,test
S084445,CL0407,CMP0045,train
S084446,CL0407,CMP0046,train
S084448,CL0407,CMP0048,train
S084449,CL0407,CMP0049,train
S084450,CL0407,CMP0050,train
S084451,CL0407,CMP0051,test
S084452,CL0407,CMP0052,train
S084453,CL0407,CMP0053,train
S084454,CL0407,CMP0054,train
S084455,CL0407,CMP0055,test
S084457,CL0407,CMP0057,train
S084458,CL0407,CMP0058,train
S084459,CL0407,CMP0059,train
S084460,CL0407,CMP0060,train
S084461,CL0407,CMP0061,test
S084462,CL0407,CMP0062,train
S084463,CL0407,CMP0063,train
S084464,CL0407,CMP0064,test
S084465,CL0407,CMP0067,train
S084466,CL0407,CMP0068,train
S084468,CL0407,CMP0072,test
S084470,CL0407,CMP0074,train
S084471,CL0407,CMP0075,train
S084472,CL0407,CMP0076,train
S084473,CL0407,CMP0077,test
S084474,CL0407,CMP0080,train
S084475,CL0407,CMP0081,train
S084476,CL0407,CMP0082,test
S084477,CL0407,CMP0083,train
S084478,CL0407,CMP0086,train
S084479,CL0407,CMP0087,train
S084480,CL0407,CMP0088,train
S084481,CL0407,CMP0089,train
S084482,CL0407,CMP0090,train
S084483,CL0407,CMP0091,train
S084484,CL0407,CMP0092,train
S084485,CL0407,CMP0093,test
S084486,CL0407,CMP0094,train
S084488,CL0407,CMP0096,test
S084489,CL0407,CMP0097,train
S084490,CL0407,CMP0098,train
S084491,CL0407,CMP0100,train
S084492,CL0407,CMP0101,test
S084493,CL0407,CMP0102,train
S084494,CL0407,CMP0103,train
S084495,CL0407,CMP0104,train
S084496,CL0407,CMP0105,train
S084497,CL0407,CMP0106,train
S084498,CL0407,CMP0107,train
S084499,CL0407,CMP0108,train
S084500,CL0407,CMP0109,train
S084502,CL0407,CMP0111,train
S084503,CL0407,CMP0112,train
S084504,CL0407,CMP0113,train
S084505,CL0407,CMP0114,train
S084506,CL0407,CMP0115,train
S084507,CL0407,CMP0116,train
S084510,CL0407,CMP0119,train
S084511,CL0407,CMP0120,train
S084512,CL0407,CMP0121,train
S084513,CL0407,CMP0122,train
S084514,CL0407,CMP0123,train
S084515,CL0407,CMP0124,train
S084516,CL0407,CMP0125,train
S084517,CL0407,CMP0126,train
S084518,CL0407,CMP0127,train
S084519,CL0407,CMP0128,train
S084521,CL0407,CMP0130,train
S084522,CL0407,CMP0131,train
S084523,CL0407,CMP0132,train
S084524,CL0407,CMP0133,test
S084525,CL0407,CMP0134,train
S084526,CL0407,CMP0135,train
S084527,CL0407,CMP0136,train
S084529,CL0407,CMP0138,train
S084530,CL0407,CMP0139,train
S084531,CL0407,CMP0140,train
S084532,CL0407,CMP0141,test
S084534,CL0407,CMP0143,test
S084535,CL0407,CMP0144,train
S084536,CL0407,CMP0145,train
S084538,CL0407,CMP0147,train
S084539,CL0407,CMP0148,train
S084540,CL0407,CMP0149,train
S084541,CL0407,CMP0150,train
S084542,CL0407,CMP0151,train
S084543,CL0407,CMP0152,train
S084544,CL0407,CMP0153,train
S084546,CL0407,CMP0155,train
S084547,CL0407,CMP0156,train
S084548,CL0407,CMP0157,train
S084549,CL0407,CMP0158,test
S084550,CL0407,CMP0159,train
S084551,CL0407,CMP0160,test
S084553,CL0407,CMP0162,train
S084554,CL0407,CMP0163,train
S084555,CL0407,CMP0164,test
S084556,CL0407,CMP0165,train
S084558,CL0407,CMP0167,train
S084560,CL0407,CMP0169,train
S084561,CL0407,CMP0170,train
S084562,CL0407,CMP0171,train
S084563,CL0407,CMP0172,train
S084564,CL0407,CMP0173,train
S084565,CL0407,CMP0174,train
S084566,CL0407,CMP0175,train
S084567,CL0407,CMP0176,train
S084568,CL0407,CMP0177,test
S084569,CL0407,CMP0178,train
S084572,CL0407,CMP0181,train
S084573,CL0407,CMP0182,train
S084574,CL0407,CMP0183,train
S084575,CL0407,CMP0184,train
S084576,CL0407,CMP0185,test
S084577,CL0407,CMP0186,train
S084578,CL0407,CMP0187,train
S084579,CL0407,CMP0188,train
S084580,CL0407,CMP0189,train
S084581,CL0407,CMP0190,test
S084583,CL0407,CMP0192,train
S084584,CL0407,CMP0193,train
S084585,CL0407,CMP0194,test
S084586,CL0407,CMP0195,train
S084587,CL0407,CMP0196,test
S084588,CL0407,CMP0197,train
S084589,CL0407,CMP0198,train
S084590,CL0407,CMP0199,train
S084592,CL0407,CMP0201,train
S084593,CL0407,CMP0202,train
S084594,CL0407,CMP0203,train
S084595,CL0407,CMP0204,train
S084596,CL0407,CMP0205,train
S084597,CL0407,CMP0206,train
S084598,CL0407,CMP0207,train
S084600,CL0407,CMP0209,train
S084602,CL0407,CMP0211,train
S084604,CL0407,CMP0213,train
S084605,CL0407,CMP0214,train
S084607,CL0407,CMP0216,train
S084608,CL0407,CMP0217,test
S084609,CL0407,CMP0218,train
S084610,CL0407,CMP0219,train
S084612,CL0407,CMP0221,train
S084613,CL0407,CMP0222,train
S084614,CL0407,CMP0223,test
S084615,CL0407,CMP0224,train
S084616,CL0407,CMP0225,train
S084617,CL0407,CMP0226,train
S084619,CL0407,CMP0228,train
S084620,CL0407,CMP0229,train
S084621,CL0407,CMP0231,train
S084622,CL0407,CMP0232,train
S084623,CL0407,CMP0233,test
S084624,CL0407,CMP0234,test
S084625,CL0407,CMP0237,train
S084626,CL0407,CMP0238,test
S084627,CL0407,CMP0239,train
S084628,CL0407,CMP0240,train
S084629,CL0407,CMP0241,train
S084630,CL0407,CMP0242,test
S084631,CL0408,CMP0001,train
S084632,CL0408,CMP0002,train
S084633,CL0408,CMP0003,train
S084634,CL0408,CMP0004,train
S084636,CL0408,CMP0006,train
S084637,CL0408,CMP0008,train
S084639,CL0408,CMP0010,train
S084640,CL0408,CMP0011,train
S084643,CL0408,CMP0014,test
S084644,CL0408,CMP0015,train
S084645,CL0408,CMP0016,train
S084646,CL0408,CMP0017,train
S084647,CL0408,CMP0018,train
S084648,CL0408,CMP0019,train
S084649,CL0408,CMP0020,train
S084650,CL0408,CMP0021,train
S084652,CL0408,CMP0023,train
S084653,CL0408,CMP0024,train
S084654,CL0408,CMP0025,train
S084655,CL0408,CMP0027,train
S084656,CL0408,CMP0028,train
S084657,CL0408,CMP0029,train
S084658,CL0408,CMP0030,train
S084659,CL0408,CMP0032,train
S084661,CL0408,CMP0035,test
S084662,CL0408,CMP0036,train
S084664,CL0408,CMP0038,test
S084665,CL0408,CMP0039,train
S084667,CL0408,CMP0041,test
S084668,CL0408,CMP0042,train
S084669,CL0408,CMP0043,train
S084670,CL0408,CMP0044,train
S084671,CL0408,CMP0045,test
S084672,CL0408,CMP0046,train
S084674,CL0408,CMP0048,train
S084675,CL0408,CMP0049,train
S084676,CL0408,CMP0050,test
S084677,CL0408,CMP0051,train
S084678,CL0408,CMP0052,train
S084679,CL0408,CMP0053,test
S084680,CL0408,CMP0054,train
S084681,CL0408,CMP0055,train
S084683,CL0408,CMP0057,train
S084684,CL0408,CMP0058,train
S084685,CL0408,CMP0059,train
S084686,CL0408,CMP0060,train
S084687,CL0408,CMP0061,train
S084688,CL0408,CMP0062,train
S084689,CL0408,CMP0063,train
S084690,CL0408,CMP0064,test
S084691,CL0408,CMP0067,train
S084692,CL0408,CMP0068,train
S084694,CL0408,CMP0072,train
S084696,CL0408,CMP0074,train
S084697,CL0408,CMP0075,test
S084698,CL0408,CMP0076,train
S084699,CL0408,CMP0077,train
S084700,CL0408,CMP0080,train
S084701,CL0408,CMP0081,test
S084702,CL0408,CMP0082,test
S084703,CL0408,CMP0083,train
S084704,CL0408,CMP0086,train
S084705,CL0408,CMP0087,train
S084706,CL0408,CMP0088,train
S084707,CL0408,CMP0089,test
S084708,CL0408,CMP0090,test
S084709,CL0408,CMP0091,train
S084710,CL0408,CMP0092,train
S084711,CL0408,CMP0093,train
S084712,CL0408,CMP0094,train
S084714,CL0408,CMP0096,train
S084715,CL0408,CMP0097,train
S084716,CL0408,CMP0098,train
S084717,CL0408,CMP0100,train
S084718,CL0408,CMP0101,train
S084719,CL0408,CMP0102,train
S084720,CL0408,CMP0103,train
S084721,CL0408,CMP0104,train
S084722,CL0408,CMP0105,test
S084723,CL0408,CMP0106,test
S084724,CL0408,CMP0107,train
S084725,CL0408,CMP0108,test
S084726,CL0408,CMP0109,train
S084728,CL0408,CMP0111,train
S084729,CL0408,CMP0112,train
S084730,CL0408,CMP0113,train
S084731,CL0408,CMP0114,train
S084732,CL0408,CMP0115,train
S084733,CL0408,CMP0116,train
S084736,CL0408,CMP0119,train
S084737,CL0408,CMP0120,test
S084738,CL0408,CMP0121,test
S084739,CL0408,CMP0122,train
S084740,CL0408,CMP0123,train
S084741,CL0408,CMP0124,train
S084742,CL0408,CMP0125,train
S084743,CL0408,CMP0126,test
S084744,CL0408,CMP0127,train
S084745,CL0408,CMP0128,train
S084747,CL0408,CMP0130,train
S084748,CL0408,CMP0131,train
S084749,CL0408,CMP0132,train
S084750,CL0408,CMP0133,train
S084751,CL0408,CMP0134,test
S084752,CL0408,CMP0135,test
S084753,CL0408,CMP0136,train
S084755,CL0408,CMP0138,train
S084756,CL0408,CMP0139,train
S084757,CL0408,CMP0140,train
S084758,CL0408,CMP0141,train
S084760,CL0408,CMP0143,train
S084761,CL0408,CMP0144,train
S084762,CL0408,CMP0145,train
S084764,CL0408,CMP0147,train
S084765,CL0408,CMP0148,test
S084766,CL0408,CMP0149,train
S084767,CL0408,CMP0150,train
S084768,CL0408,CMP0151,train
S084769,CL0408,CMP0152,train
S084770,CL0408,CMP0153,train
S084772,CL0408,CMP0155,train
S084773,CL0408,CMP0156,train
S084774,CL0408,CMP0157,test
S084775,CL0408,CMP0158,train
S084776,CL0408,CMP0159,train
S084777,CL0408,CMP0160,train
S084779,CL0408,CMP0162,train
S084780,CL0408,CMP0163,train
S084781,CL0408,CMP0164,test
S084782,CL0408,CMP0165,train
S084784,CL0408,CMP0167,train
S084786,CL0408,CMP0169,train
S084787,CL0408,CMP0170,train
S084788,CL0408,CMP0171,train
S084789,CL0408,CMP0172,train
S084790,CL0408,CMP0173,train
S084791,CL0408,CMP0174,train
S084792,CL0408,CMP0175,train
S084793,CL0408,CMP0176,train
S084794,CL0408,CMP0177,train
S084795,CL0408,CMP0178,test
S084798,CL0408,CMP0181,train
S084799,CL0408,CMP0182,test
S084800,CL0408,CMP0183,train
S084801,CL0408,CMP0184,train
S084802,CL0408,CMP0185,test
S084803,CL0408,CMP0186,train
S084804,CL0408,CMP0187,train
S084805,CL0408,CMP0188,train
S084806,CL0408,CMP0189,train
S084807,CL0408,CMP0190,train
S084809,CL0408,CMP0192,test
S084810,CL0408,CMP0193,train
S084811,CL0408,CMP0194,test
S084812,CL0408,CMP0195,train
S084813,CL0408,CMP0196,train
S084814,CL0408,CMP0197,train
S084815,CL0408,CMP0198,train
S084816,CL0408,CMP0199,train
S084818,CL0408,CMP0201,train
S084819,CL0408,CMP0202,train
S084820,CL0408,CMP0203,test
S084821,CL0408,CMP0204,train
S084822,CL0408,CMP0205,train
S084823,CL0408,CMP0206,train
S084824,CL0408,CMP0207,train
S084826,CL0408,CMP0209,train
S084828,CL0408,CMP0211,train
S084830,CL0408,CMP0213,train
S084831,CL0408,CMP0214,train
S084833,CL0408,CMP0216,test
S084834,CL0408,CMP0217,train
S084835,CL0408,CMP0218,train
S084836,CL0408,CMP0219,train
S084838,CL0408,CMP0221,train
S084839,CL0408,CMP0222,train
S084840,CL0408,CMP0223,train
S084841,CL0408,CMP0224,train
S084842,CL0408,CMP0225,train
S084843,CL0408,CMP0226,train
S084845,CL0408,CMP0228,train
S084846,CL0408,CMP0229,train
S084847,CL0408,CMP0231,train
S084848,CL0408,CMP0232,train
S084849,CL0408,CMP0233,train
S084850,CL0408,CMP0234,train
S084851,CL0408,CMP0237,test
S084852,CL0408,CMP0238,train
S084853,CL0408,CMP0239,test
S084854,CL0408,CMP0240,train
S084855,CL0408,CMP0241,train
S084856,CL0408,CMP0242,train
S085083,CL0410,CMP0001,test
S085084,CL0410,CMP0002,train
S085085,CL0410,CMP0003,train
S085086,CL0410,CMP0004,train
S085088,CL0410,CMP0006,test
S085089,CL0410,CMP0008,train
S085091,CL0410,CMP0010,test
S085092,CL0410,CMP0011,train
S085095,CL0410,CMP0014,test
S085096,CL0410,CMP0015,train
S085097,CL0410,CMP0016,train
S085098,CL0410,CMP0017,train
S085099,CL0410,CMP0018,train
S085100,CL0410,CMP0019,train
S085101,CL0410,CMP0020,train
S085102,CL0410,CMP0021,train
S085104,CL0410,CMP0023,train
S085105,CL0410,CMP0024,test
S085106,CL0410,CMP0025,train
S085107,CL0410,CMP0027,train
S085108,CL0410,CMP0028,train
S085109,CL0410,CMP0029,train
S085110,CL0410,CMP0030,train
S085111,CL0410,CMP0032,test
S085113,CL0410,CMP0035,test
S085114,CL0410,CMP0036,train
S085116,CL0410,CMP0038,train
S085117,CL0410,CMP0039,train
S085119,CL0410,CMP0041,train
S085120,CL0410,CMP0042,train
S085121,CL0410,CMP0043,train
S085122,CL0410,CMP0044,train
S085123,CL0410,CMP0045,train
S085124,CL0410,CMP0046,train
S085126,CL0410,CMP0048,test
S085127,CL0410,CMP0049,train
S085128,CL0410,CMP0050,train
S085129,CL0410,CMP0051,test
S085130,CL0410,CMP0052,train
S085131,CL0410,CMP0053,train
S085132,CL0410,CMP0054,train
S085133,CL0410,CMP0055,test
S085135,CL0410,CMP0057,train
S085136,CL0410,CMP0058,train
S085137,CL0410,CMP0059,train
S085138,CL0410,CMP0060,train
S085139,CL0410,CMP0061,train
S085140,CL0410,CMP0062,train
S085141,CL0410,CMP0063,train
S085142,CL0410,CMP0064,train
S085143,CL0410,CMP0067,train
S085144,CL0410,CMP0068,train
S085146,CL0410,CMP0072,train
S085148,CL0410,CMP0074,train
S085149,CL0410,CMP0075,train
S085150,CL0410,CMP0076,train
S085151,CL0410,CMP0077,train
S085152,CL0410,CMP0079,train
S085153,CL0410,CMP0080,train
S085154,CL0410,CMP0081,train
S085155,CL0410,CMP0082,train
S085156,CL0410,CMP0083,train
S085157,CL0410,CMP0086,train
S085158,CL0410,CMP0087,train
S085159,CL0410,CMP0088,train
S085160,CL0410,CMP0089,train
S085161,CL0410,CMP0090,train
S085162,CL0410,CMP0091,train
S085163,CL0410,CMP0092,test
S085164,CL0410,CMP0093,train
S085165,CL0410,CMP0094,train
S085167,CL0410,CMP0096,train
S085168,CL0410,CMP0097,train
S085169,CL0410,CMP0098,train
S085170,CL0410,CMP0100,train
S085171,CL0410,CMP0101,train
S085172,CL0410,CMP0102,train
S085173,CL0410,CMP0103,test
S085174,CL0410,CMP0104,train
S085175,CL0410,CMP0105,train
S085176,CL0410,CMP0106,train
S085177,CL0410,CMP0107,test
S085178,CL0410,CMP0108,train
S085179,CL0410,CMP0109,train
S085181,CL0410,CMP0111,train
S085182,CL0410,CMP0112,train
S085183,CL0410,CMP0113,train
S085184,CL0410,CMP0114,test
S085185,CL0410,CMP0115,test
S085186,CL0410,CMP0116,train
S085189,CL0410,CMP0119,test
S085190,CL0410,CMP0120,train
S085191,CL0410,CMP0121,train
S085192,CL0410,CMP0122,test
S085193,CL0410,CMP0123,train
S085194,CL0410,CMP0124,train
S085195,CL0410,CMP0125,train
S085196,CL0410,CMP0126,train
S085197,CL0410,CMP0127,train
S085198,CL0410,CMP0128,train
S085200,CL0410,CMP0130,train
S085201,CL0410,CMP0131,train
S085202,CL0410,CMP0132,train
S085203,CL0410,CMP0133,train
S085204,CL0410,CMP0134,train
S085205,CL0410,CMP0135,test
S085206,CL0410,CMP0136,train
S085208,CL0410,CMP0138,train
S085209,CL0410,CMP0139,train
S085210,CL0410,CMP0140,train
S085211,CL0410,CMP0141,train
S085213,CL0410,CMP0143,train
S085214,CL0410,CMP0144,train
S085215,CL0410,CMP0145,train
S085217,CL0410,CMP0147,train
S085218,CL0410,CMP0148,test
S085219,CL0410,CMP0149,test
S085220,CL0410,CMP0150,test
S085221,CL0410,CMP0151,train
S085222,CL0410,CMP0152,train
S085223,CL0410,CMP0153,train
S085225,CL0410,CMP0155,train
S085226,CL0410,CMP0156,train
S085227,CL0410,CMP0157,test
S085228,CL0410,CMP0158,train
S085229,CL0410,CMP0159,test
S085230,CL0410,CMP0160,train
S085232,CL0410,CMP0162,train
S085233,CL0410,CMP0163,train
S085234,CL0410,CMP0164,train
S085235,CL0410,CMP0165,test
S085237,CL0410,CMP0167,train
S085239,CL0410,CMP0169,train
S085240,CL0410,CMP0170,train
S085241,CL0410,CMP0171,test
S085242,CL0410,CMP0172,train
S085243,CL0410,CMP0173,train
S085244,CL0410,CMP0174,test
S085245,CL0410,CMP0175,train
S085246,CL0410,CMP0176,train
S085247,CL0410,CMP0177,test
S085248,CL0410,CMP0178,train
S085251,CL0410,CMP0181,train
S085252,CL0410,CMP0182,test
S085253,CL0410,CMP0183,train
S085254,CL0410,CMP0184,test
S085255,CL0410,CMP0185,test
S085256,CL0410,CMP0186,train
S085257,CL0410,CMP0187,train
S085258,CL0410,CMP0188,train
S085259,CL0410,CMP0189,train
S085260,CL0410,CMP0190,train
S085262,CL0410,CMP0192,train
S085263,CL0410,CMP0193,train
S085264,CL0410,CMP0194,train
S085265,CL0410,CMP0195,train
S085266,CL0410,CMP0196,train
S085267,CL0410,CMP0197,train
S085268,CL0410,CMP0198,test
S085269,CL0410,CMP0199,test
S085271,CL0410,CMP0201,test
S085272,CL0410,CMP0202,train
S085273,CL0410,CMP0203,train
S085274,CL0410,CMP0204,train
S085275,CL0410,CMP0205,test
S085276,CL0410,CMP0206,train
S085277,CL0410,CMP0207,train
S085279,CL0410,CMP0209,train
S085281,CL0410,CMP0211,train
S085283,CL0410,CMP0213,train
S085284,CL0410,CMP0214,train
S085286,CL0410,CMP0216,train
S085287,CL0410,CMP0217,train
S085288,CL0410,CMP0218,train
S085289,CL0410,CMP0219,train
S085291,CL0410,CMP0221,train
S085292,CL0410,CMP0222,train
S085293,CL0410,CMP0223,train
S085294,CL0410,CMP0224,train
S085295,CL0410,CMP0225,train
S085296,CL0410,CMP0226,test
S085298,CL0410,CMP0228,train
S085299,CL0410,CMP0229,train
S085300,CL0410,CMP0231,train
S085301,CL0410,CMP0232,train
S085302,CL0410,CMP0233,test
S085303,CL0410,CMP0234,test
S085304,CL0410,CMP0237,train
S085305,CL0410,CMP0238,train
S085306,CL0410,CMP0239,train
S085307,CL0410,CMP0240,train
S085308,CL0410,CMP0241,train
S085309,CL0410,CMP0242,train
S085764,CL0413,CMP0001,train
S085765,CL0413,CMP0002,train
S085766,CL0413,CMP0003,train
S085767,CL0413,CMP0004,train
S085769,CL0413,CMP0006,train
S085770,CL0413,CMP0008,train
S085772,CL0413,CMP0010,train
S085773,CL0413,CMP0011,train
S085776,CL0413,CMP0014,train
S085777,CL0413,CMP0015,train
S085778,CL0413,CMP0016,train
S085779,CL0413,CMP0017,test
S085780,CL0413,CMP0018,train
S085781,CL0413,CMP0019,train
S085782,CL0413,CMP0020,train
S085783,CL0413,CMP0021,test
S085785,CL0413,CMP0023,test
S085786,CL0413,CMP0024,train
S085787,CL0413,CMP0025,test
S085788,CL0413,CMP0027,train
S085789,CL0413,CMP0028,train
S085790,CL0413,CMP0029,train
S085791,CL0413,CMP0030,train
S085792,CL0413,CMP0032,train
S085794,CL0413,CMP0035,train
S085795,CL0413,CMP0036,train
S085797,CL0413,CMP0038,test
