sample_id,cell_id,compound_id,cell_group,oncotree_lineage,role
S102859,CL0493,CMP0177,CG_CL0493,Pleura,test
S102860,CL0493,CMP0178,CG_CL0493,Pleura,test
S102861,CL0493,CMP0179,CG_CL0493,Pleura,test
S102862,CL0493,CMP0180,CG_CL0493,Pleura,test
S102863,CL0493,CMP0181,CG_CL0493,Pleura,test
S102864,CL0493,CMP0182,CG_CL0493,Pleura,test
S102865,CL0493,CMP0183,CG_CL0493,Pleura,test
S102867,CL0493,CMP0185,CG_CL0493,Pleura,test
S102868,CL0493,CMP0186,CG_CL0493,Pleura,test
S102869,CL0493,CMP0187,CG_CL0493,Pleura,test
S102870,CL0493,CMP0188,CG_CL0493,Pleura,test
S102871,CL0493,CMP0189,CG_CL0493,Pleura,test
S102872,CL0493,CMP0190,CG_CL0493,Pleura,test
S102873,CL0493,CMP0191,CG_CL0493,Pleura,test
S102874,CL0493,CMP0192,CG_CL0493,Pleura,test
S102875,CL0493,CMP0193,CG_CL0493,Pleura,test
S102876,CL0493,CMP0194,CG_CL0493,Pleura,test
S102877,CL0493,CMP0195,CG_CL0493,Pleura,test
S102878,CL0493,CMP0196,CG_CL0493,Pleura,test
S102879,CL0493,CMP0197,CG_CL0493,Pleura,test
S102882,CL0493,CMP0200,CG_CL0493,Pleura,test
S102883,CL0493,CMP0201,CG_CL0493,Pleura,test
S102884,CL0493,CMP0202,CG_CL0493,Pleura,test
S102885,CL0493,CMP0203,CG_CL0493,Pleura,test
S102886,CL0493,CMP0204,CG_CL0493,Pleura,test
S102888,CL0493,CMP0206,CG_CL0493,Pleura,test
S102889,CL0493,CMP0207,CG_CL0493,Pleura,test
S102890,CL0493,CMP0208,CG_CL0493,Pleura,test
S102891,CL0493,CMP0209,CG_CL0493,Pleura,test
S102892,CL0493,CMP0210,CG_CL0493,Pleura,test
S102893,CL0493,CMP0211,CG_CL0493,Pleura,test
S102895,CL0493,CMP0213,CG_CL0493,Pleura,test
S102896,CL0493,CMP0214,CG_CL0493,Pleura,test
S102897,CL0493,CMP0215,CG_CL0493,Pleura,test
S102898,CL0493,CMP0216,CG_CL0493,Pleura,test
S102899,CL0493,CMP0218,CG_CL0493,Pleura,test
S102900,CL0493,CMP0219,CG_CL0493,Pleura,test
S102901,CL0493,CMP0220,CG_CL0493,Pleura,test
S102902,CL0493,CMP0221,CG_CL0493,Pleura,test
S102903,CL0493,CMP0222,CG_CL0493,Pleura,test
S102904,CL0493,CMP0223,CG_CL0493,Pleura,test
S102905,CL0493,CMP0224,CG_CL0493,Pleura,test
S102907,CL0493,CMP0226,CG_CL0493,Pleura,test
S102910,CL0493,CMP0229,CG_CL0493,Pleura,test
S102911,CL0493,CMP0231,CG_CL0493,Pleura,test
S102912,CL0493,CMP0232,CG_CL0493,Pleura,test
S102913,CL0493,CMP0233,CG_CL0493,Pleura,test
S102914,CL0493,CMP0234,CG_CL0493,Pleura,test
S102915,CL0493,CMP0237,CG_CL0493,Pleura,test
S102916,CL0493,CMP0238,CG_CL0493,Pleura,test
S102920,CL0493,CMP0242,CG_CL0493,Pleura,test
S102921,CL0494,CMP0001,CG_CL0494,Lymphoid,test
S102922,CL0494,CMP0002,CG_CL0494,Lymphoid,test
S102923,CL0494,CMP0003,CG_CL0494,Lymphoid,test
S102924,CL0494,CMP0004,CG_CL0494,Lymphoid,test
S102925,CL0494,CMP0005,CG_CL0494,Lymphoid,test
S102926,CL0494,CMP0008,CG_CL0494,Lymphoid,test
S102927,CL0494,CMP0009,CG_CL0494,Lymphoid,test
S102928,CL0494,CMP0010,CG_CL0494,Lymphoid,test
S102931,CL0494,CMP0013,CG_CL0494,Lymphoid,test
S102932,CL0494,CMP0014,CG_CL0494,Lymphoid,test
S102933,CL0494,CMP0015,CG_CL0494,Lymphoid,test
S102934,CL0494,CMP0016,CG_CL0494,Lymphoid,test
S102935,CL0494,CMP0017,CG_CL0494,Lymphoid,test
S102936,CL0494,CMP0018,CG_CL0494,Lymphoid,test
S102937,CL0494,CMP0019,CG_CL0494,Lymphoid,test
S102938,CL0494,CMP0020,CG_CL0494,Lymphoid,test
S102939,CL0494,CMP0021,CG_CL0494,Lymphoid,test
S102940,CL0494,CMP0022,CG_CL0494,Lymphoid,test
S102941,CL0494,CMP0023,CG_CL0494,Lymphoid,test
S102942,CL0494,CMP0024,CG_CL0494,Lymphoid,test
S102944,CL0494,CMP0027,CG_CL0494,Lymphoid,test
S102945,CL0494,CMP0028,CG_CL0494,Lymphoid,test
S102946,CL0494,CMP0029,CG_CL0494,Lymphoid,test
S102947,CL0494,CMP0030,CG_CL0494,Lymphoid,test
S102949,CL0494,CMP0034,CG_CL0494,Lymphoid,test
S102950,CL0494,CMP0035,CG_CL0494,Lymphoid,test
S102951,CL0494,CMP0036,CG_CL0494,Lymphoid,test
S102952,CL0494,CMP0037,CG_CL0494,Lymphoid,test
S102953,CL0494,CMP0038,CG_CL0494,Lymphoid,test
S102954,CL0494,CMP0039,CG_CL0494,Lymphoid,test
S102955,CL0494,CMP0040,CG_CL0494,Lymphoid,test
S102956,CL0494,CMP0041,CG_CL0494,Lymphoid,test
S102957,CL0494,CMP0042,CG_CL0494,Lymphoid,test
S102958,CL0494,CMP0043,CG_CL0494,Lymphoid,test
S102959,CL0494,CMP0044,CG_CL0494,Lymphoid,test
S102960,CL0494,CMP0045,CG_CL0494,Lymphoid,test
S102961,CL0494,CMP0046,CG_CL0494,Lymphoid,test
S102962,CL0494,CMP0047,CG_CL0494,Lymphoid,test
S102963,CL0494,CMP0048,CG_CL0494,Lymphoid,test
S102964,CL0494,CMP0049,CG_CL0494,Lymphoid,test
S102965,CL0494,CMP0050,CG_CL0494,Lymphoid,test
S102968,CL0494,CMP0053,CG_CL0494,Lymphoid,test
S102969,CL0494,CMP0054,CG_CL0494,Lymphoid,test
S102970,CL0494,CMP0055,CG_CL0494,Lymphoid,test
S102971,CL0494,CMP0056,CG_CL0494,Lymphoid,test
S102972,CL0494,CMP0057,CG_CL0494,Lymphoid,test
S102973,CL0494,CMP0058,CG_CL0494,Lymphoid,test
S102974,CL0494,CMP0059,CG_CL0494,Lymphoid,test
S102975,CL0494,CMP0060,CG_CL0494,Lymphoid,test
S102976,CL0494,CMP0061,CG_CL0494,Lymphoid,test
S102977,CL0494,CMP0062,CG_CL0494,Lymphoid,test
S102978,CL0494,CMP0063,CG_CL0494,Lymphoid,test
S102979,CL0494,CMP0064,CG_CL0494,Lymphoid,test
S102980,CL0494,CMP0067,CG_CL0494,Lymphoid,test
S102981,CL0494,CMP0068,CG_CL0494,Lymphoid,test
S102982,CL0494,CMP0069,CG_CL0494,Lymphoid,test
S102983,CL0494,CMP0070,CG_CL0494,Lymphoid,test
S102984,CL0494,CMP0072,CG_CL0494,Lymphoid,test
S102985,CL0494,CMP0073,CG_CL0494,Lymphoid,test
S102986,CL0494,CMP0074,CG_CL0494,Lymphoid,test
S102987,CL0494,CMP0075,CG_CL0494,Lymphoid,test
S102988,CL0494,CMP0076,CG_CL0494,Lymphoid,test
S102989,CL0494,CMP0077,CG_CL0494,Lymphoid,test
S102991,CL0494,CMP0081,CG_CL0494,Lymphoid,test
S102992,CL0494,CMP0082,CG_CL0494,Lymphoid,test
S102993,CL0494,CMP0083,CG_CL0494,Lymphoid,test
S102994,CL0494,CMP0085,CG_CL0494,Lymphoid,test
S102995,CL0494,CMP0086,CG_CL0494,Lymphoid,test
S102996,CL0494,CMP0087,CG_CL0494,Lymphoid,test
S102998,CL0494,CMP0089,CG_CL0494,Lymphoid,test
S102999,CL0494,CMP0090,CG_CL0494,Lymphoid,test
S103000,CL0494,CMP0091,CG_CL0494,Lymphoid,test
S103001,CL0494,CMP0092,CG_CL0494,Lymphoid,test
S103002,CL0494,CMP0093,CG_CL0494,Lymphoid,test
S103003,CL0494,CMP0094,CG_CL0494,Lymphoid,test
S103004,CL0494,CMP0095,CG_CL0494,Lymphoid,test
S103005,CL0494,CMP0096,CG_CL0494,Lymphoid,test
S103006,CL0494,CMP0097,CG_CL0494,Lymphoid,test
S103007,CL0494,CMP0098,CG_CL0494,Lymphoid,test
S103008,CL0494,CMP0100,CG_CL0494,Lymphoid,test
S103009,CL0494,CMP0101,CG_CL0494,Lymphoid,test
S103011,CL0494,CMP0103,CG_CL0494,Lymphoid,test
S103012,CL0494,CMP0104,CG_CL0494,Lymphoid,test
S103013,CL0494,CMP0105,CG_CL0494,Lymphoid,test
S103014,CL0494,CMP0106,CG_CL0494,Lymphoid,test
S103016,CL0494,CMP0108,CG_CL0494,Lymphoid,test
S103017,CL0494,CMP0109,CG_CL0494,Lymphoid,test
S103018,CL0494,CMP0110,CG_CL0494,Lymphoid,test
S103020,CL0494,CMP0112,CG_CL0494,Lymphoid,test
S103021,CL0494,CMP0113,CG_CL0494,Lymphoid,test
S103022,CL0494,CMP0114,CG_CL0494,Lymphoid,test
S103023,CL0494,CMP0115,CG_CL0494,Lymphoid,test
S103024,CL0494,CMP0116,CG_CL0494,Lymphoid,test
S103025,CL0494,CMP0117,CG_CL0494,Lymphoid,test
S103026,CL0494,CMP0118,CG_CL0494,Lymphoid,test
S103027,CL0494,CMP0119,CG_CL0494,Lymphoid,test
S103029,CL0494,CMP0121,CG_CL0494,Lymphoid,test
S103030,CL0494,CMP0122,CG_CL0494,Lymphoid,test
S103031,CL0494,CMP0123,CG_CL0494,Lymphoid,test
S103032,CL0494,CMP0124,CG_CL0494,Lymphoid,test
S103033,CL0494,CMP0125,CG_CL0494,Lymphoid,test
S103034,CL0494,CMP0126,CG_CL0494,Lymphoid,test
S103035,CL0494,CMP0127,CG_CL0494,Lymphoid,test
S103036,CL0494,CMP0128,CG_CL0494,Lymphoid,test
S103037,CL0494,CMP0129,CG_CL0494,Lymphoid,test
S103038,CL0494,CMP0130,CG_CL0494,Lymphoid,test
S103039,CL0494,CMP0131,CG_CL0494,Lymphoid,test
S103041,CL0494,CMP0133,CG_CL0494,Lymphoid,test
S103042,CL0494,CMP0134,CG_CL0494,Lymphoid,test
S103043,CL0494,CMP0135,CG_CL0494,Lymphoid,test
S103045,CL0494,CMP0137,CG_CL0494,Lymphoid,test
S103046,CL0494,CMP0138,CG_CL0494,Lymphoid,test
S103047,CL0494,CMP0139,CG_CL0494,Lymphoid,test
S103049,CL0494,CMP0141,CG_CL0494,Lymphoid,test
S103050,CL0494,CMP0142,CG_CL0494,Lymphoid,test
S103051,CL0494,CMP0143,CG_CL0494,Lymphoid,test
S103052,CL0494,CMP0144,CG_CL0494,Lymphoid,test
S103053,CL0494,CMP0145,CG_CL0494,Lymphoid,test
S103054,CL0494,CMP0146,CG_CL0494,Lymphoid,test
S103058,CL0494,CMP0150,CG_CL0494,Lymphoid,test
S103059,CL0494,CMP0151,CG_CL0494,Lymphoid,test
S103061,CL0494,CMP0153,CG_CL0494,Lymphoid,test
S103062,CL0494,CMP0154,CG_CL0494,Lymphoid,test
S103063,CL0494,CMP0155,CG_CL0494,Lymphoid,test
S103064,CL0494,CMP0156,CG_CL0494,Lymphoid,test
S103065,CL0494,CMP0157,CG_CL0494,Lymphoid,test
S103066,CL0494,CMP0158,CG_CL0494,Lymphoid,test
S103067,CL0494,CMP0159,CG_CL0494,Lymphoid,test
S103068,CL0494,CMP0160,CG_CL0494,Lymphoid,test
S103069,CL0494,CMP0161,CG_CL0494,Lymphoid,test
S103070,CL0494,CMP0162,CG_CL0494,Lymphoid,test
S103071,CL0494,CMP0163,CG_CL0494,Lymphoid,test
S103073,CL0494,CMP0165,CG_CL0494,Lymphoid,test
S103074,CL0494,CMP0166,CG_CL0494,Lymphoid,test
S103075,CL0494,CMP0167,CG_CL0494,Lymphoid,test
S103076,CL0494,CMP0168,CG_CL0494,Lymphoid,test
S103077,CL0494,CMP0169,CG_CL0494,Lymphoid,test
S103078,CL0494,CMP0170,CG_CL0494,Lymphoid,test
S103079,CL0494,CMP0171,CG_CL0494,Lymphoid,test
S103080,CL0494,CMP0172,CG_CL0494,Lymphoid,test
S103081,CL0494,CMP0173,CG_CL0494,Lymphoid,test
S103083,CL0494,CMP0175,CG_CL0494,Lymphoid,test
S103084,CL0494,CMP0176,CG_CL0494,Lymphoid,test
S103085,CL0494,CMP0177,CG_CL0494,Lymphoid,test
S103086,CL0494,CMP0178,CG_CL0494,Lymphoid,test
S103087,CL0494,CMP0179,CG_CL0494,Lymphoid,test
S103088,CL0494,CMP0180,CG_CL0494,Lymphoid,test
S103089,CL0494,CMP0181,CG_CL0494,Lymphoid,test
S103090,CL0494,CMP0182,CG_CL0494,Lymphoid,test
S103091,CL0494,CMP0183,CG_CL0494,Lymphoid,test
S103093,CL0494,CMP0185,CG_CL0494,Lymphoid,test
S103094,CL0494,CMP0186,CG_CL0494,Lymphoid,test
S103095,CL0494,CMP0187,CG_CL0494,Lymphoid,test
S103096,CL0494,CMP0188,CG_CL0494,Lymphoid,test
S103097,CL0494,CMP0189,CG_CL0494,Lymphoid,test
S103098,CL0494,CMP0190,CG_CL0494,Lymphoid,test
S103099,CL0494,CMP0191,CG_CL0494,Lymphoid,test
S103100,CL0494,CMP0192,CG_CL0494,Lymphoid,test
S103101,CL0494,CMP0193,CG_CL0494,Lymphoid,test
S103102,CL0494,CMP0194,CG_CL0494,Lymphoid,test
S103103,CL0494,CMP0195,CG_CL0494,Lymphoid,test
S103104,CL0494,CMP0196,CG_CL0494,Lymphoid,test
S103105,CL0494,CMP0197,CG_CL0494,Lymphoid,test
S103108,CL0494,CMP0200,CG_CL0494,Lymphoid,test
S103109,CL0494,CMP0201,CG_CL0494,Lymphoid,test
S103110,CL0494,CMP0202,CG_CL0494,Lymphoid,test
S103111,CL0494,CMP0203,CG_CL0494,Lymphoid,test
S103112,CL0494,CMP0204,CG_CL0494,Lymphoid,test
S103114,CL0494,CMP0206,CG_CL0494,Lymphoid,test
S103115,CL0494,CMP0207,CG_CL0494,Lymphoid,test
S103116,CL0494,CMP0208,CG_CL0494,Lymphoid,test
S103117,CL0494,CMP0209,CG_CL0494,Lymphoid,test
S103118,CL0494,CMP0210,CG_CL0494,Lymphoid,test
S103119,CL0494,CMP0211,CG_CL0494,Lymphoid,test
S103121,CL0494,CMP0213,CG_CL0494,Lymphoid,test
S103122,CL0494,CMP0214,CG_CL0494,Lymphoid,test
S103123,CL0494,CMP0215,CG_CL0494,Lymphoid,test
S103124,CL0494,CMP0216,CG_CL0494,Lymphoid,test
S103125,CL0494,CMP0218,CG_CL0494,Lymphoid,test
S103126,CL0494,CMP0219,CG_CL0494,Lymphoid,test
S103127,CL0494,CMP0220,CG_CL0494,Lymphoid,test
S103128,CL0494,CMP0221,CG_CL0494,Lymphoid,test
S103129,CL0494,CMP0222,CG_CL0494,Lymphoid,test
S103130,CL0494,CMP0223,CG_CL0494,Lymphoid,test
S103131,CL0494,CMP0224,CG_CL0494,Lymphoid,test
S103133,CL0494,CMP0226,CG_CL0494,Lymphoid,test
S103136,CL0494,CMP0229,CG_CL0494,Lymphoid,test
S103137,CL0494,CMP0231,CG_CL0494,Lymphoid,test
S103138,CL0494,CMP0232,CG_CL0494,Lymphoid,test
S103139,CL0494,CMP0233,CG_CL0494,Lymphoid,test
S103140,CL0494,CMP0234,CG_CL0494,Lymphoid,test
S103141,CL0494,CMP0237,CG_CL0494,Lymphoid,test
S103142,CL0494,CMP0238,CG_CL0494,Lymphoid,test
S103146,CL0494,CMP0242,CG_CL0494,Lymphoid,test
S103147,CL0495,CMP0001,CG_CL0495,Lung,test
S103148,CL0495,CMP0002,CG_CL0495,Lung,test
S103149,CL0495,CMP0003,CG_CL0495,Lung,test
S103150,CL0495,CMP0004,CG_CL0495,Lung,test
S103151,CL0495,CMP0005,CG_CL0495,Lung,test
S103152,CL0495,CMP0006,CG_CL0495,Lung,test
S103153,CL0495,CMP0008,CG_CL0495,Lung,test
S103154,CL0495,CMP0009,CG_CL0495,Lung,test
S103155,CL0495,CMP0010,CG_CL0495,Lung,test
S103158,CL0495,CMP0013,CG_CL0495,Lung,test
S103159,CL0495,CMP0014,CG_CL0495,Lung,test
S103160,CL0495,CMP0015,CG_CL0495,Lung,test
S103161,CL0495,CMP0016,CG_CL0495,Lung,test
S103162,CL0495,CMP0017,CG_CL0495,Lung,test
S103163,CL0495,CMP0018,CG_CL0495,Lung,test
S103164,CL0495,CMP0019,CG_CL0495,Lung,test
S103165,CL0495,CMP0020,CG_CL0495,Lung,test
S103166,CL0495,CMP0021,CG_CL0495,Lung,test
S103167,CL0495,CMP0022,CG_CL0495,Lung,test
S103168,CL0495,CMP0023,CG_CL0495,Lung,test
S103169,CL0495,CMP0024,CG_CL0495,Lung,test
S103171,CL0495,CMP0027,CG_CL0495,Lung,test
S103172,CL0495,CMP0028,CG_CL0495,Lung,test
S103173,CL0495,CMP0029,CG_CL0495,Lung,test
S103174,CL0495,CMP0030,CG_CL0495,Lung,test
S103176,CL0495,CMP0034,CG_CL0495,Lung,test
S103177,CL0495,CMP0035,CG_CL0495,Lung,test
S103178,CL0495,CMP0036,CG_CL0495,Lung,test
S103179,CL0495,CMP0037,CG_CL0495,Lung,test
S103180,CL0495,CMP0038,CG_CL0495,Lung,test
S103181,CL0495,CMP0039,CG_CL0495,Lung,test
S103182,CL0495,CMP0040,CG_CL0495,Lung,test
S103183,CL0495,CMP0041,CG_CL0495,Lung,test
S103184,CL0495,CMP0042,CG_CL0495,Lung,test
S103185,CL0495,CMP0043,CG_CL0495,Lung,test
S103186,CL0495,CMP0044,CG_CL0495,Lung,test
S103187,CL0495,CMP0045,CG_CL0495,Lung,test
S103188,CL0495,CMP0046,CG_CL0495,Lung,test
S103189,CL0495,CMP0047,CG_CL0495,Lung,test
S103190,CL0495,CMP0048,CG_CL0495,Lung,test
S103191,CL0495,CMP0049,CG_CL0495,Lung,test
S103192,CL0495,CMP0050,CG_CL0495,Lung,test
S103195,CL0495,CMP0053,CG_CL0495,Lung,test
S103196,CL0495,CMP0054,CG_CL0495,Lung,test
S103197,CL0495,CMP0055,CG_CL0495,Lung,test
S103198,CL0495,CMP0056,CG_CL0495,Lung,test
S103199,CL0495,CMP0057,CG_CL0495,Lung,test
S103200,CL0495,CMP0058,CG_CL0495,Lung,test
S103201,CL0495,CMP0059,CG_CL0495,Lung,test
S103202,CL0495,CMP0060,CG_CL0495,Lung,test
S103203,CL0495,CMP0061,CG_CL0495,Lung,test
S103204,CL0495,CMP0062,CG_CL0495,Lung,test
S103205,CL0495,CMP0063,CG_CL0495,Lung,test
S103206,CL0495,CMP0064,CG_CL0495,Lung,test
S103207,CL0495,CMP0067,CG_CL0495,Lung,test
S103208,CL0495,CMP0068,CG_CL0495,Lung,test
S103209,CL0495,CMP0069,CG_CL0495,Lung,test
S103210,CL0495,CMP0070,CG_CL0495,Lung,test
S103211,CL0495,CMP0072,CG_CL0495,Lung,test
S103212,CL0495,CMP0073,CG_CL0495,Lung,test
S103213,CL0495,CMP0074,CG_CL0495,Lung,test
S103214,CL0495,CMP0075,CG_CL0495,Lung,test
S103215,CL0495,CMP0076,CG_CL0495,Lung,test
S103216,CL0495,CMP0077,CG_CL0495,Lung,test
S103218,CL0495,CMP0081,CG_CL0495,Lung,test
S103219,CL0495,CMP0082,CG_CL0495,Lung,test
S103220,CL0495,CMP0083,CG_CL0495,Lung,test
S103221,CL0495,CMP0085,CG_CL0495,Lung,test
S103222,CL0495,CMP0086,CG_CL0495,Lung,test
S103223,CL0495,CMP0087,CG_CL0495,Lung,test
S103225,CL0495,CMP0089,CG_CL0495,Lung,test
S103226,CL0495,CMP0090,CG_CL0495,Lung,test
S103227,CL0495,CMP0091,CG_CL0495,Lung,test
S103228,CL0495,CMP0092,CG_CL0495,Lung,test
S103229,CL0495,CMP0093,CG_CL0495,Lung,test
S103230,CL0495,CMP0094,CG_CL0495,Lung,test
S103231,CL0495,CMP0095,CG_CL0495,Lung,test
S103232,CL0495,CMP0096,CG_CL0495,Lung,test
S103233,CL0495,CMP0097,CG_CL0495,Lung,test
S103234,CL0495,CMP0098,CG_CL0495,Lung,test
S103235,CL0495,CMP0100,CG_CL0495,Lung,test
S103236,CL0495,CMP0101,CG_CL0495,Lung,test
S103238,CL0495,CMP0103,CG_CL0495,Lung,test
S103239,CL0495,CMP0104,CG_CL0495,Lung,test
S103240,CL0495,CMP0105,CG_CL0495,Lung,test
S103241,CL0495,CMP0106,CG_CL0495,Lung,test
S103243,CL0495,CMP0108,CG_CL0495,Lung,test
S103244,CL0495,CMP0109,CG_CL0495,Lung,test
S103245,CL0495,CMP0110,CG_CL0495,Lung,test
S103247,CL0495,CMP0112,CG_CL0495,Lung,test
S103248,CL0495,CMP0113,CG_CL0495,Lung,test
S103249,CL0495,CMP0114,CG_CL0495,Lung,test
S103250,CL0495,CMP0115,CG_CL0495,Lung,test
S103251,CL0495,CMP0116,CG_CL0495,Lung,test
S103252,CL0495,CMP0117,CG_CL0495,Lung,test
S103253,CL0495,CMP0118,CG_CL0495,Lung,test
S103254,CL0495,CMP0119,CG_CL0495,Lung,test
S103256,CL0495,CMP0121,CG_CL0495,Lung,test
S103257,CL0495,CMP0122,CG_CL0495,Lung,test
S103258,CL0495,CMP0123,CG_CL0495,Lung,test
S103259,CL0495,CMP0124,CG_CL0495,Lung,test
S103260,CL0495,CMP0125,CG_CL0495,Lung,test
S103261,CL0495,CMP0126,CG_CL0495,Lung,test
S103262,CL0495,CMP0127,CG_CL0495,Lung,test
S103263,CL0495,CMP0128,CG_CL0495,Lung,test
S103264,CL0495,CMP0129,CG_CL0495,Lung,test
S103265,CL0495,CMP0130,CG_CL0495,Lung,test
S103266,CL0495,CMP0131,CG_CL0495,Lung,test
S103268,CL0495,CMP0133,CG_CL0495,Lung,test
S103269,CL0495,CMP0134,CG_CL0495,Lung,test
S103270,CL0495,CMP0135,CG_CL0495,Lung,test
S103272,CL0495,CMP0137,CG_CL0495,Lung,test
S103273,CL0495,CMP0138,CG_CL0495,Lung,test
S103274,CL0495,CMP0139,CG_CL0495,Lung,test
S103276,CL0495,CMP0141,CG_CL0495,Lung,test
S103277,CL0495,CMP0142,CG_CL0495,Lung,test
S103278,CL0495,CMP0143,CG_CL0495,Lung,test
S103279,CL0495,CMP0144,CG_CL0495,Lung,test
S103280,CL0495,CMP0145,CG_CL0495,Lung,test
S103281,CL0495,CMP0146,CG_CL0495,Lung,test
S103285,CL0495,CMP0150,CG_CL0495,Lung,test
S103286,CL0495,CMP0151,CG_CL0495,Lung,test
S103288,CL0495,CMP0153,CG_CL0495,Lung,test
S103289,CL0495,CMP0154,CG_CL0495,Lung,test
S103290,CL0495,CMP0155,CG_CL0495,Lung,test
S103291,CL0495,CMP0156,CG_CL0495,Lung,test
S103292,CL0495,CMP0157,CG_CL0495,Lung,test
S103293,CL0495,CMP0158,CG_CL0495,Lung,test
S103294,CL0495,CMP0159,CG_CL0495,Lung,test
S103295,CL0495,CMP0160,CG_CL0495,Lung,test
S103296,CL0495,CMP0161,CG_CL0495,Lung,test
S103297,CL0495,CMP0162,CG_CL0495,Lung,test
S103298,CL0495,CMP0163,CG_CL0495,Lung,test
S103300,CL0495,CMP0165,CG_CL0495,Lung,test
S103301,CL0495,CMP0166,CG_CL0495,Lung,test
S103302,CL0495,CMP0167,CG_CL0495,Lung,test
S103303,CL0495,CMP0168,CG_CL0495,Lung,test
S103304,CL0495,CMP0169,CG_CL0495,Lung,test
S103305,CL0495,CMP0170,CG_CL0495,Lung,test
S103306,CL0495,CMP0171,CG_CL0495,Lung,test
S103307,CL0495,CMP0172,CG_CL0495,Lung,test
S103308,CL0495,CMP0173,CG_CL0495,Lung,test
S103310,CL0495,CMP0175,CG_CL0495,Lung,test
S103311,CL0495,CMP0176,CG_CL0495,Lung,test
S103312,CL0495,CMP0177,CG_CL0495,Lung,test
S103313,CL0495,CMP0178,CG_CL0495,Lung,test
S103314,CL0495,CMP0179,CG_CL0495,Lung,test
S103315,CL0495,CMP0180,CG_CL0495,Lung,test
S103316,CL0495,CMP0181,CG_CL0495,Lung,test
S103317,CL0495,CMP0182,CG_CL0495,Lung,test
S103318,CL0495,CMP0183,CG_CL0495,Lung,test
S103320,CL0495,CMP0185,CG_CL0495,Lung,test
S103321,CL0495,CMP0186,CG_CL0495,Lung,test
S103322,CL0495,CMP0187,CG_CL0495,Lung,test
S103323,CL0495,CMP0188,CG_CL0495,Lung,test
S103324,CL0495,CMP0189,CG_CL0495,Lung,test
S103325,CL0495,CMP0190,CG_CL0495,Lung,test
S103326,CL0495,CMP0191,CG_CL0495,Lung,test
S103327,CL0495,CMP0192,CG_CL0495,Lung,test
S103328,CL0495,CMP0193,CG_CL0495,Lung,test
S103329,CL0495,CMP0194,CG_CL0495,Lung,test
S103330,CL0495,CMP0195,CG_CL0495,Lung,test
S103331,CL0495,CMP0196,CG_CL0495,Lung,test
S103332,CL0495,CMP0197,CG_CL0495,Lung,test
S103335,CL0495,CMP0200,CG_CL0495,Lung,test
S103336,CL0495,CMP0201,CG_CL0495,Lung,test
S103337,CL0495,CMP0202,CG_CL0495,Lung,test
S103338,CL0495,CMP0203,CG_CL0495,Lung,test
S103339,CL0495,CMP0204,CG_CL0495,Lung,test
S103341,CL0495,CMP0206,CG_CL0495,Lung,test
S103342,CL0495,CMP0207,CG_CL0495,Lung,test
S103343,CL0495,CMP0208,CG_CL0495,Lung,test
S103344,CL0495,CMP0209,CG_CL0495,Lung,test
S103345,CL0495,CMP0210,CG_CL0495,Lung,test
S103346,CL0495,CMP0211,CG_CL0495,Lung,test
S103348,CL0495,CMP0213,CG_CL0495,Lung,test
S103349,CL0495,CMP0214,CG_CL0495,Lung,test
S103350,CL0495,CMP0215,CG_CL0495,Lung,test
S103351,CL0495,CMP0216,CG_CL0495,Lung,test
S103352,CL0495,CMP0218,CG_CL0495,Lung,test
S103353,CL0495,CMP0219,CG_CL0495,Lung,test
S103354,CL0495,CMP0220,CG_CL0495,Lung,test
S103355,CL0495,CMP0221,CG_CL0495,Lung,test
S103356,CL0495,CMP0222,CG_CL0495,Lung,test
S103357,CL0495,CMP0223,CG_CL0495,Lung,test
S103358,CL0495,CMP0224,CG_CL0495,Lung,test
S103360,CL0495,CMP0226,CG_CL0495,Lung,test
S103363,CL0495,CMP0229,CG_CL0495,Lung,test
S103364,CL0495,CMP0231,CG_CL0495,Lung,test
S103365,CL0495,CMP0232,CG_CL0495,Lung,test
S103366,CL0495,CMP0233,CG_CL0495,Lung,test
S103367,CL0495,CMP0234,CG_CL0495,Lung,test
S103368,CL0495,CMP0237,CG_CL0495,Lung,test
S103369,CL0495,CMP0238,CG_CL0495,Lung,test
S103373,CL0495,CMP0242,CG_CL0495,Lung,test
S103374,CL0496,CMP0001,CG_CL0496,Cervix,test
S103375,CL0496,CMP0002,CG_CL0496,Cervix,test
S103376,CL0496,CMP0003,CG_CL0496,Cervix,test
S103377,CL0496,CMP0004,CG_CL0496,Cervix,test
S103378,CL0496,CMP0005,CG_CL0496,Cervix,test
S103379,CL0496,CMP0006,CG_CL0496,Cervix,test
S103380,CL0496,CMP0008,CG_CL0496,Cervix,test
S103381,CL0496,CMP0009,CG_CL0496,Cervix,test
S103382,CL0496,CMP0010,CG_CL0496,Cervix,test
S103385,CL0496,CMP0013,CG_CL0496,Cervix,test
S103386,CL0496,CMP0014,CG_CL0496,Cervix,test
S103387,CL0496,CMP0015,CG_CL0496,Cervix,test
S103388,CL0496,CMP0016,CG_CL0496,Cervix,test
S103389,CL0496,CMP0017,CG_CL0496,Cervix,test
S103390,CL0496,CMP0018,CG_CL0496,Cervix,test
S103391,CL0496,CMP0019,CG_CL0496,Cervix,test
S103392,CL0496,CMP0020,CG_CL0496,Cervix,test
S103393,CL0496,CMP0021,CG_CL0496,Cervix,test
S103394,CL0496,CMP0022,CG_CL0496,Cervix,test
